ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
66203,16268606,10652,6.28,0.00,"19,156","8,754",39.020331,-94.705787,,
66204,12800344,25219,4.94,0.01,"18,832","9,423",38.990381,-94.678214,,
66205,9723341,0,3.75,0.00,"13,216","6,484",39.031176,-94.630762,,
66206,10235053,53497,3.95,0.02,"9,693","4,071",38.960717,-94.620277,,
66207,12102721,31979,4.67,0.01,"13,004","5,730",38.955644,-94.643247,,
66208,16829321,2474,6.50,0.00,"20,945","9,748",38.998262,-94.628569,,
66209,15992185,44062,6.17,0.02,"19,561","8,445",38.899600,-94.638358,,
66210,15709372,84964,6.07,0.03,"18,102","8,772",38.921707,-94.704655,,
66211,11528999,86714,4.45,0.03,"4,276","2,296",38.923059,-94.636336,,
66212,19894176,51726,7.68,0.02,"32,096","15,496",38.955565,-94.679875,,
66213,19604662,75203,7.57,0.03,"27,322","11,190",38.898859,-94.708219,,
66214,10123892,19327,3.91,0.01,"11,691","5,603",38.967425,-94.714087,,
66215,20405437,37940,7.88,0.01,"24,770","11,130",38.957701,-94.744269,,
66216,20204094,164001,7.80,0.06,"24,368","9,466",39.013774,-94.741577,,
66217,24292095,1084405,9.38,0.42,"5,319","2,667",39.009521,-94.782287,,
66218,23299965,214438,9.00,0.08,"7,754","2,577",39.020690,-94.818803,,
66219,19664575,171522,7.59,0.07,"10,486","4,842",38.952366,-94.776219,,
66220,17476690,135314,6.75,0.05,"7,133","2,534",38.961714,-94.819584,,
66221,19485132,242939,7.52,0.09,"15,219","5,196",38.863662,-94.708502,,
66223,16072349,228261,6.21,0.09,"21,759","8,514",38.863482,-94.668479,,
66224,17835298,184665,6.89,0.07,"11,917","4,010",38.863539,-94.626804,,
66226,29613547,1981780,11.43,0.77,"12,877","4,225",39.030902,-94.859095,,
66227,34255192,256147,13.23,0.10,"4,543","1,875",38.972676,-94.874826,,
66401,612397558,2736489,236.45,1.06,"1,721",968,38.932251,-96.309695,,
66402,111309924,2821160,42.98,1.09,"2,955","1,157",38.914000,-95.843270,,
66403,244340770,505701,94.34,0.20,757,324,39.893573,-96.285893,,
66404,173616003,231377,67.03,0.09,530,212,39.878146,-96.173343,,
66406,141240731,335792,54.53,0.13,421,205,39.894106,-96.420729,,
66407,148530428,2513983,57.35,0.97,479,192,39.228519,-96.198795,,
66408,115844301,8596,44.73,0.00,434,204,39.959454,-95.969994,,
66409,169094014,2175496,65.29,0.84,"2,997","1,200",38.924185,-95.559640,,
66411,297940013,5755177,115.04,2.22,"1,292",607,39.645460,-96.628455,,
66412,125977751,297963,48.64,0.12,287,132,39.907630,-96.777462,,
66413,260379662,689577,100.53,0.27,"1,802",894,38.768874,-95.880727,,
66414,157906071,2230824,60.97,0.86,"2,914","1,257",38.830304,-95.688649,,
66415,245262091,1941790,94.70,0.75,885,399,39.688277,-96.147458,,
66416,91072824,115002,35.16,0.04,489,209,39.525706,-95.863241,,
66417,92631630,202400,35.77,0.08,310,129,39.656559,-96.044857,,
66418,222528533,263103,85.92,0.10,707,249,39.279496,-95.933586,,
66419,46438443,108087,17.93,0.04,442,187,39.360680,-95.598882,,
66422,159287494,747424,61.50,0.29,487,194,39.336294,-96.085516,,
66423,413729301,1244732,159.74,0.48,985,444,38.801294,-96.232746,,
66424,148114260,448688,57.19,0.17,610,295,39.674689,-95.404063,,
66425,120899666,326747,46.68,0.13,465,238,39.816196,-95.738422,,
66427,543974544,2708638,210.03,1.05,"1,281",614,39.661283,-96.438829,,
66428,243159692,674367,93.88,0.26,415,203,39.676116,-95.931359,,
66429,33476442,172402,12.93,0.07,579,244,39.093770,-95.534186,,
66431,163245213,904418,63.03,0.35,671,290,38.802909,-96.003769,,
66432,156632683,702767,60.48,0.27,396,188,39.489763,-96.066716,,
66434,559196178,1004176,215.91,0.39,"4,828","2,363",39.861691,-95.549365,,
66436,482774115,3682961,186.40,1.42,"5,879","2,677",39.467881,-95.698276,,
66438,47956211,107222,18.52,0.04,149,63,39.854484,-96.492863,,
66439,226601385,1479517,87.49,0.57,"2,747","1,296",39.656331,-95.540086,,
66440,127386339,101094,49.18,0.04,"2,063",829,39.268181,-95.676822,,
66441,618476803,7456497,238.80,2.88,"26,746","12,102",38.973520,-96.803088,,
66442,88795722,1354826,34.28,0.52,"14,283","3,517",39.091847,-96.790133,,
66449,173176655,96905,66.86,0.04,846,378,39.390138,-96.856465,,
66451,213675978,4238877,82.50,1.64,"1,793",886,38.614716,-95.672323,,
66501,608802,13478,0.24,0.01,260,124,39.053809,-96.237446,,
66502,594567578,14490860,229.56,5.59,"43,850","19,332",39.157803,-96.521914,,
66503,210679162,12143128,81.34,4.69,"13,428","5,888",39.265057,-96.692192,,
66506,1723768,0,0.67,0.00,"3,614",36,39.195859,-96.581571,,
66507,247171056,2526369,95.43,0.98,"1,247",468,39.045162,-96.067960,,
66508,525949394,2674777,203.07,1.03,"4,375","2,118",39.855917,-96.630811,,
66509,327830388,104191,126.58,0.04,"2,596","1,049",39.340866,-95.780372,,
66510,146703383,498832,56.64,0.19,779,361,38.499626,-95.610198,,
66512,169677441,2866324,65.51,1.11,"3,361","1,371",39.199170,-95.545107,,
66514,42004146,207198,16.22,0.08,"1,657",729,39.126223,-96.875603,,
66515,83508999,130153,32.24,0.05,425,184,39.936244,-95.703732,,
66516,120390578,98110,46.48,0.04,378,161,39.627947,-95.720734,,
66517,4048489,154982,1.56,0.06,"2,087",992,39.113132,-96.706605,,
66518,99335198,585477,38.35,0.23,189,102,39.965606,-96.550757,,
66520,270496094,32825114,104.44,12.67,577,279,39.418894,-96.617663,,
66521,473954043,1263405,182.99,0.49,"1,532",750,39.480218,-96.218995,,
66522,445109,0,0.17,0.00,49,20,39.868546,-95.941994,,
66523,389645891,17105877,150.44,6.60,"3,833","1,755",38.610562,-95.839912,,
66524,330612292,1427418,127.65,0.55,"2,499","1,092",38.790944,-95.506081,,
66526,183135713,1146190,70.71,0.44,801,321,39.065509,-96.154800,,
66527,105259109,54767,40.64,0.02,267,117,39.745395,-95.673710,,
66528,171288523,173789,66.13,0.07,945,416,38.597755,-95.535308,,
66531,98569844,74444,38.06,0.03,"1,380",580,39.310997,-96.821533,,
66532,228294291,297543,88.14,0.11,668,303,39.821429,-95.377943,,
66533,134952199,2352730,52.11,0.91,"1,832",689,39.163187,-95.947495,,
66534,383966185,1218324,148.25,0.47,"3,725","1,663",39.884360,-95.837144,,
66535,110311932,849974,42.59,0.33,"2,616","1,075",39.267030,-96.433702,,
66536,152578371,4591555,58.91,1.77,"3,922","1,213",39.225094,-96.080292,,
66537,147908334,1098902,57.11,0.42,"1,448",593,38.751242,-95.719623,,
66538,377635139,49211,145.81,0.02,"3,264","1,486",39.850557,-96.044691,,
66539,106687863,1312666,41.19,0.51,"2,806","1,091",39.141967,-95.840390,,
66540,219743802,329625,84.84,0.13,540,245,39.490516,-95.976268,,
66541,108931025,230093,42.06,0.09,264,154,39.974736,-96.366926,,
66542,84185096,2479943,32.50,0.96,"3,335","1,325",39.010744,-95.544771,,
66543,22675922,16481,8.76,0.01,725,411,38.644955,-95.592811,,
66544,222262701,2020396,85.82,0.78,337,193,39.692051,-96.280047,,
66546,99132886,1148233,38.28,0.44,"1,012",436,38.895461,-95.721038,,
66547,349074405,4508519,134.78,1.74,"7,617","3,118",39.231558,-96.295611,,
66548,203504352,1041865,78.57,0.40,961,462,39.677943,-96.761416,,
66549,448005778,1376049,172.98,0.53,"1,646",721,39.427677,-96.415466,,
66550,160593127,488792,62.01,0.19,607,253,39.655442,-95.820665,,
66552,117933257,124806,45.53,0.05,396,189,39.593892,-95.624167,,
66554,277553704,10227162,107.16,3.95,567,293,39.494814,-96.790528,,
66603,2236348,166587,0.86,0.06,"2,001","1,169",39.057895,-95.676159,,
66604,17137815,19891,6.62,0.01,"23,344","11,539",39.039022,-95.726188,,
66605,25842412,651816,9.98,0.25,"19,919","8,018",39.011911,-95.634774,,
66606,14815828,770322,5.72,0.30,"11,284","5,913",39.061436,-95.719870,,
66607,18512870,7311,7.15,0.00,"10,498","3,793",39.042580,-95.636364,,
66608,12110526,1004074,4.68,0.39,"5,991","2,722",39.079611,-95.663226,,
66609,31129756,1411956,12.02,0.55,"7,068","3,285",38.978235,-95.660736,,
66610,99269961,2360211,38.33,0.91,"9,080","3,447",38.976726,-95.844566,,
66611,8801074,7835,3.40,0.00,"9,832","5,014",39.018756,-95.696388,,
66612,2660726,0,1.03,0.00,"2,477","1,645",39.040436,-95.680471,,
66614,74340030,659171,28.70,0.25,"31,354","14,724",39.010366,-95.852479,,
66615,117227885,4591001,45.26,1.77,"2,814","1,332",39.050826,-95.897865,,
66616,15589728,1299519,6.02,0.50,"5,874","2,700",39.068476,-95.623407,,
66617,108584981,3034089,41.92,1.17,"8,688","3,538",39.134832,-95.623239,,
66618,186991864,5162387,72.20,1.99,"9,402","3,486",39.139508,-95.748267,,
66619,20492688,102615,7.91,0.04,"3,070","1,113",38.947635,-95.688062,,
66621,646632,0,0.25,0.00,643,0,39.033321,-95.701543,,
66622,272640,0,0.11,0.00,76,0,39.025896,-95.722270,,
66701,762737317,5324063,294.49,2.06,"12,325","5,645",37.822015,-94.762136,,
66710,180652601,1291753,69.75,0.50,746,354,37.552628,-95.624072,,
66711,133575064,602262,51.57,0.23,610,318,37.637096,-94.685001,,
66712,56413467,314283,21.78,0.12,"1,939",950,37.564876,-94.714519,,
66713,153613351,954945,59.31,0.37,"5,836","2,668",37.040492,-94.785294,,
66714,70503066,438863,27.22,0.17,177,96,37.636602,-95.698621,,
66716,222108390,1002858,85.76,0.39,567,290,37.948020,-95.036782,,
66717,136750979,1100733,52.80,0.42,497,251,37.695860,-95.696902,,
66720,475651545,4135448,183.65,1.60,"11,299","5,168",37.648330,-95.457190,,
66724,94055592,395602,36.32,0.15,"1,065",466,37.350289,-94.857052,,
66725,608061672,1778491,234.77,0.69,"5,739","2,700",37.156583,-94.895319,,
66728,3412309,0,1.32,0.00,91,42,37.171277,-94.704071,,
66732,119095387,712655,45.98,0.28,291,146,37.799186,-95.187002,,
66733,365755950,2580512,141.22,1.00,"2,215","1,053",37.596759,-95.254823,,
66734,75040871,934014,28.97,0.36,332,192,37.618089,-94.830183,,
66735,9809949,54731,3.79,0.02,421,190,37.523161,-94.708564,,
66736,665035284,6103467,256.77,2.36,"3,954","1,993",37.551477,-95.861095,,
66738,99556300,452508,38.44,0.17,376,200,38.013735,-94.723388,,
66739,178520690,3153873,68.93,1.22,"5,453","2,465",37.125780,-94.655261,,
66740,116028397,239895,44.80,0.09,477,183,37.479551,-95.364186,,
66741,53755154,304585,20.75,0.12,237,94,37.719140,-94.656007,,
66743,383826183,2130689,148.20,0.82,"4,373","1,908",37.503998,-94.893692,,
66746,122701561,418358,47.38,0.16,261,120,37.668111,-94.954136,,
66748,296659738,3431946,114.54,1.33,"2,750","1,271",37.795954,-95.441606,,
66749,302761411,4901187,116.90,1.89,"7,974","3,659",37.935949,-95.406943,,
66751,121338122,982580,46.85,0.38,849,404,37.943731,-95.289784,,
66753,345434771,2040365,133.37,0.79,"1,077",506,37.362055,-95.011049,,
66754,119979002,900616,46.32,0.35,451,376,38.004862,-94.885623,,
66755,346561587,2101198,133.81,0.81,"1,178",588,37.928862,-95.179278,,
66756,52889954,1191471,20.42,0.46,"1,007",496,37.544830,-94.659149,,
66757,294908147,2221086,113.86,0.86,"3,560","1,671",37.417206,-95.695818,,
66758,112023675,1599750,43.25,0.62,216,127,38.015990,-95.586950,,
66760,1970181,9684,0.76,0.00,98,57,37.348316,-94.624353,,
66761,109268455,853025,42.19,0.33,238,118,37.918260,-95.569215,,
66762,347012277,4490385,133.98,1.73,"24,786","11,172",37.393869,-94.710469,,
66763,16598898,562621,6.41,0.22,"3,369","1,506",37.463150,-94.697810,,
66767,121013193,1742883,46.72,0.67,511,241,38.073554,-94.703030,,
66769,136795918,547376,52.82,0.21,557,224,37.856527,-94.889957,,
66770,17964804,297322,6.94,0.11,"1,158",484,37.080736,-94.715342,,
66771,183067918,5633487,70.68,2.18,"1,028",421,37.487563,-95.145995,,
66772,87210470,479675,33.67,0.19,253,122,37.754519,-95.206284,,
66773,80222975,171917,30.97,0.07,866,409,37.272257,-94.806572,,
66775,67045238,93229,25.89,0.04,191,102,37.701935,-95.148771,,
66776,282855880,813029,109.21,0.31,"1,288",541,37.462882,-95.489391,,
66777,366163866,11770001,141.38,4.54,639,560,37.799903,-95.972096,,
66778,389398,0,0.15,0.00,139,68,37.000499,-94.840857,,
66779,191800566,789652,74.05,0.30,650,313,37.825646,-94.991966,,
66780,279742162,1265916,108.01,0.49,589,296,37.621728,-95.056933,,
66781,118487953,325556,45.75,0.13,"1,347",607,37.288583,-94.733491,,
66782,766729,0,0.30,0.00,178,93,37.285017,-94.926319,,
66783,776342196,6132672,299.75,2.37,"2,230","1,241",37.874461,-95.737014,,
66801,759975316,8498608,293.43,3.28,"28,492","12,936",38.413743,-96.218187,,
66830,75007548,403036,28.96,0.16,262,116,38.602420,-96.087420,,
66833,327931550,2135386,126.62,0.82,536,246,38.695591,-96.195012,,
66834,398361433,1436718,153.81,0.55,848,419,38.861969,-96.437347,,
66835,156146095,1232480,60.29,0.48,"1,360",569,38.543253,-96.258153,,
66838,132915416,578161,51.32,0.22,182,94,38.555305,-96.800981,,
66839,365926910,44863232,141.29,17.32,"4,007","1,851",38.217399,-95.748127,,
66840,482662795,1265426,186.36,0.49,777,336,38.065599,-96.879024,,
66842,282146113,1636181,108.94,0.63,324,213,38.009995,-96.651497,,
66843,349835586,2001473,135.07,0.77,205,140,38.222479,-96.740487,,
66845,392640524,2861925,151.60,1.10,"1,232",573,38.298731,-96.508392,,
66846,739487905,17042204,285.52,6.58,"3,504","2,114",38.647470,-96.470435,,
66849,175929111,716569,67.93,0.28,485,235,38.877492,-96.589623,,
66850,361707678,2220728,139.66,0.86,228,119,38.433969,-96.744392,,
66851,182627565,465534,70.51,0.18,583,339,38.217863,-96.918638,,
66852,373608775,2925681,144.25,1.13,631,315,38.064370,-95.895613,,
66853,359804684,1466291,138.92,0.57,429,258,38.001895,-96.235303,,
66854,261101529,13517743,100.81,5.22,816,418,38.250808,-95.979552,,
66856,361879932,13842510,139.72,5.34,"1,613",728,38.397806,-95.811788,,
66857,227429127,2260205,87.81,0.87,943,440,38.096342,-95.633116,,
66858,201074799,377954,77.64,0.15,456,217,38.480437,-96.932543,,
66859,93925511,115826,36.26,0.04,178,86,38.556181,-96.962419,,
66860,491295257,3225178,189.69,1.25,"1,258",680,38.127280,-96.165629,,
66861,537310812,16509566,207.46,6.37,"3,204","1,749",38.367759,-97.008508,,
66862,245925270,1054799,94.95,0.41,116,91,38.154999,-96.556128,,
66863,2320969,0,0.90,0.00,63,30,37.832866,-96.081781,,
66864,105382637,1885287,40.69,0.73,456,205,38.354886,-95.981495,,
66865,396227360,2897832,152.98,1.12,"1,124",479,38.223476,-96.293207,,
66866,362840331,694175,140.09,0.27,"1,789",822,38.173042,-97.107439,,
66868,332322912,4801318,128.31,1.85,764,349,38.544773,-95.979419,,
66869,310043241,1659038,119.71,0.64,748,365,38.463875,-96.516685,,
66870,203740566,647560,78.66,0.25,166,123,37.944163,-96.029569,,
66871,351963742,2464055,135.89,0.95,"1,346",597,38.362643,-95.610225,,
66872,379224101,1331945,146.42,0.51,"1,134",533,38.790751,-96.768749,,
66873,220934745,671598,85.30,0.26,319,162,38.618816,-96.679596,,
66901,637968777,3643401,246.32,1.41,"6,605","3,108",39.560035,-97.638951,,
66930,193730314,475552,74.80,0.18,186,135,39.706683,-97.479485,,
66932,187222967,49400,72.29,0.02,157,87,39.779487,-98.930885,,
66933,213518344,961161,82.44,0.37,298,186,39.675419,-96.872319,,
66935,381027886,894934,147.12,0.35,"2,563","1,416",39.840598,-97.631693,,
66936,354407202,661761,136.84,0.26,344,258,39.921186,-98.316114,,
66937,382911102,2405710,147.84,0.93,893,437,39.587719,-97.270636,,
66938,279505339,1529667,107.92,0.59,"1,005",513,39.574462,-97.413988,,
66939,285414464,1131499,110.20,0.44,537,291,39.852860,-97.904290,,
66940,180961985,290018,69.87,0.11,339,233,39.807788,-97.448891,,
66941,309133146,628132,119.36,0.24,242,173,39.835576,-98.438848,,
66942,254994873,970706,98.45,0.37,247,155,39.805279,-98.000706,,
66943,239645699,619873,92.53,0.24,505,282,39.671811,-96.966281,,
66944,227540178,520405,87.85,0.20,195,157,39.839676,-97.303062,,
66945,267919409,2539492,103.44,0.98,"1,096",499,39.887172,-96.878259,,
66946,133852090,812967,51.68,0.31,126,76,39.966411,-97.004607,,
66948,295913259,3822561,114.25,1.48,494,259,39.598250,-97.852350,,
66949,309104747,249804,119.35,0.10,668,374,39.643571,-98.186309,,
66951,427285853,1199142,164.98,0.46,764,389,39.850601,-99.019698,,
66952,625240758,1434152,241.41,0.55,499,358,39.835805,-98.604785,,
66953,198796469,551280,76.76,0.21,703,289,39.690191,-97.106623,,
66955,104804180,278387,40.47,0.11,114,71,39.967870,-97.297736,,
66956,514842709,3933471,198.78,1.52,"1,157",675,39.794314,-98.227649,,
66958,212353769,956932,81.99,0.37,314,181,39.889446,-97.177186,,
66959,137492023,302781,53.09,0.12,203,126,39.923008,-97.529645,,
66960,151706749,166733,58.57,0.06,167,107,39.936764,-97.434754,,
66962,132991135,276658,51.35,0.11,264,134,39.599322,-97.114331,,
66963,204668516,451700,79.02,0.17,135,104,39.636931,-97.999399,,
66964,146223106,1186066,56.46,0.46,204,147,39.941213,-97.804924,,
66966,263529901,1824225,101.75,0.70,624,353,39.775329,-97.766300,,
66967,651650032,784304,251.60,0.30,"2,096","1,165",39.819725,-98.794227,,
66968,331699014,1968912,128.07,0.76,"1,626",804,39.824736,-97.065893,,
66970,86790538,4028041,33.51,1.56,97,181,39.948228,-98.034453,,
67001,61303312,84970,23.67,0.03,"1,676",527,37.758455,-97.629161,,
67002,95560921,441519,36.90,0.17,"13,764","5,076",37.699294,-97.108354,,
67003,641726796,2566251,247.77,0.99,"2,626","1,406",37.099126,-98.073776,,
67004,265120140,149855,102.36,0.06,827,397,37.278725,-97.753071,,
67005,400505825,6226000,154.64,2.40,"16,535","7,456",37.065173,-96.995733,,
67008,318578668,376020,123.00,0.15,556,287,37.486787,-96.779441,,
67009,344198217,335931,132.90,0.13,856,413,37.218022,-98.266833,,
67010,271482714,2554283,104.82,0.99,"13,890","5,751",37.664428,-96.976424,,
67012,25072269,99596,9.68,0.04,61,37,37.673665,-96.546550,,
67013,203758976,1351283,78.67,0.52,"3,145","1,325",37.381869,-97.268220,,
67016,781857,0,0.30,0.00,530,221,37.886791,-97.514822,,
67017,168155823,0,64.93,0.00,"2,294",886,37.826286,-97.111635,,
67018,169907364,185708,65.60,0.07,149,89,37.072631,-97.859040,,
67019,262719763,545143,101.44,0.21,945,442,37.306570,-96.777587,,
67020,329121983,2705598,127.07,1.04,"1,689",751,38.007923,-97.670641,,
67021,100524856,0,38.81,0.00,65,45,37.778497,-98.915310,,
67022,493526193,44955,190.55,0.02,"1,461",922,37.076549,-97.632662,,
67023,371904372,733304,143.59,0.28,230,130,37.346116,-96.592203,,
67024,567559648,4678454,219.14,1.81,849,501,37.110747,-96.486330,,
67025,296090379,6706177,114.32,2.59,"3,884","1,507",37.643002,-97.785091,,
67026,253901367,917651,98.03,0.35,"4,845","1,838",37.510870,-97.494299,,
67028,464883939,449796,179.49,0.17,225,152,37.458774,-98.936392,,
67029,1018640605,1886394,393.30,0.73,"1,063",591,37.171432,-99.279961,,
67030,105012448,343243,40.55,0.13,"2,659",886,37.785616,-97.546810,,
67031,289541027,22561,111.79,0.01,"2,308",858,37.399302,-97.639518,,
67035,589812253,589460,227.73,0.23,970,482,37.649234,-98.387334,,
67036,100293541,0,38.72,0.00,151,81,37.297567,-97.876668,,
67037,145627673,1420401,56.23,0.55,"26,577","10,460",37.571767,-97.217333,,
67038,464887045,627247,179.49,0.24,602,276,37.101790,-96.723843,,
67039,271800545,458305,104.94,0.18,"3,395","1,365",37.527668,-96.974290,,
67041,730724,0,0.28,0.00,229,77,38.054139,-97.129971,,
67042,663620500,31933160,256.23,12.33,"17,969","7,283",37.857264,-96.780718,,
67045,1144516412,6665471,441.90,2.57,"3,644","2,034",37.866145,-96.345282,,
67047,414986334,11392993,160.23,4.40,731,715,37.628305,-96.056963,,
67049,111937296,0,43.22,0.00,79,41,37.177439,-97.846362,,
67050,116567242,505844,45.01,0.20,"1,844",683,37.674351,-97.675588,,
67051,187657267,575824,72.45,0.22,456,224,37.089302,-97.196565,,
67052,134128403,1654457,51.79,0.64,"8,325","2,924",37.657710,-97.575586,,
67053,857166,0,0.33,0.00,539,231,38.246815,-97.346339,,
67054,602749622,230362,232.72,0.09,"1,167",610,37.575040,-99.316072,,
67055,2249995,2895,0.87,0.00,71,38,37.790028,-97.197687,,
67056,209959459,0,81.07,0.00,"2,935","1,268",38.021951,-97.525412,,
67057,424293336,817122,163.82,0.32,241,164,37.071203,-98.779531,,
67058,560618920,548097,216.46,0.21,"2,093","1,052",37.317916,-98.061352,,
67059,730962793,181446,282.23,0.07,"1,042",429,37.636944,-99.097274,,
67060,69253830,142209,26.74,0.05,"13,733","5,217",37.542973,-97.363698,,
67061,296090586,972272,114.32,0.38,171,106,37.092794,-98.381734,,
67062,74556901,0,28.79,0.00,"4,156","1,614",38.145186,-97.437098,,
67063,348545269,4914236,134.57,1.90,"3,942","1,591",38.340735,-97.233749,,
67065,198288795,32935,76.56,0.01,228,109,37.464925,-98.516204,,
67066,139940872,31363,54.03,0.01,302,140,37.769997,-98.766895,,
67067,11753847,56118,4.54,0.02,"1,541",599,37.793161,-97.274036,,
67068,742216474,2706468,286.57,1.04,"4,354","2,099",37.617195,-98.105834,,
67070,289180376,463744,111.65,0.18,"1,169",651,37.079079,-98.525994,,
67071,537527735,545059,207.54,0.21,94,106,37.262719,-98.882142,,
67072,308820545,1509208,119.24,0.58,244,152,37.544533,-96.611372,,
67073,77727055,110122,30.01,0.04,309,136,38.383819,-97.328482,,
67074,463462838,1306715,178.94,0.50,"1,741",735,37.670731,-96.723859,,
67101,38841478,509577,15.00,0.20,"3,604","1,361",37.785255,-97.464268,,
67103,134167684,0,51.80,0.00,326,144,37.266320,-97.560608,,
67104,768370603,1994569,296.67,0.77,"2,506","1,373",37.265078,-98.664433,,
67105,130663973,0,50.45,0.00,190,110,37.233364,-97.675780,,
67106,129205649,0,49.89,0.00,388,167,37.467123,-97.757279,,
67107,297214382,159535,114.76,0.06,"2,979","1,322",38.194214,-97.547655,,
67108,177228359,8707423,68.43,3.36,"1,696",663,37.812835,-97.685161,,
67109,505490836,47600,195.17,0.02,418,204,37.561275,-99.485817,,
67110,136546279,1675941,52.72,0.65,"8,415","3,303",37.465896,-97.226554,,
67111,151253656,1083111,58.40,0.42,352,162,37.614563,-97.936927,,
67112,159675384,67675,61.65,0.03,227,143,37.467197,-98.419349,,
67114,615281152,1386059,237.56,0.54,"21,852","9,295",38.075620,-97.289251,,
67117,2619955,8127,1.01,0.00,"1,769",746,38.074214,-97.346242,,
67118,205615573,694003,79.39,0.27,810,351,37.481665,-97.854212,,
67119,207475927,3221475,80.11,1.24,"1,457",656,37.238853,-97.195177,,
67120,105207886,849857,40.62,0.33,"1,358",554,37.469282,-97.373531,,
67122,317333845,2104764,122.52,0.81,221,153,37.619001,-96.428116,,
67123,134105144,525439,51.78,0.20,741,317,37.948534,-96.996749,,
67124,711717099,1334252,274.80,0.52,"8,203","3,796",37.634439,-98.773642,,
67127,511571298,1325852,197.52,0.51,701,369,37.164820,-99.487114,,
67131,92042010,395196,35.54,0.15,258,108,37.426970,-96.955448,,
67132,224881596,1357458,86.83,0.52,410,155,37.850881,-96.584695,,
67133,109267385,20339,42.19,0.01,"6,379","2,309",37.569962,-97.107428,,
67134,214798896,129989,82.93,0.05,420,178,37.490343,-98.675037,,
67135,267365264,364879,103.23,0.14,"3,493","1,350",37.917958,-97.460022,,
67137,236862046,1287762,91.45,0.50,634,411,37.633843,-96.221972,,
67138,259639955,183193,100.25,0.07,397,194,37.276387,-98.415842,,
67140,349022285,0,134.76,0.00,802,382,37.079302,-97.356496,,
67142,318239707,223881,122.87,0.09,445,270,37.452585,-98.113620,,
67143,101721512,81469,39.27,0.03,58,49,37.341822,-98.963403,,
67144,116746204,40743,45.08,0.02,"2,716","1,055",37.819170,-97.003301,,
67146,205410557,1179658,79.31,0.46,"1,830",794,37.384484,-97.104645,,
67147,272705152,1625647,105.29,0.63,"9,908","3,739",37.860576,-97.312763,,
67149,144144469,785938,55.65,0.30,988,392,37.540156,-97.629512,,
67150,10566198,0,4.08,0.00,12,17,37.007406,-98.222462,,
67151,78689128,47502,30.38,0.02,479,204,38.142145,-97.257065,,
67152,596060784,1697851,230.14,0.66,"9,541","4,295",37.260289,-97.413396,,
67154,204676453,87230,79.03,0.03,"1,510",546,37.978385,-97.125224,,
67155,694748903,627873,268.24,0.24,166,112,37.274948,-99.137561,,
67156,650808697,4573571,251.28,1.77,"15,269","6,499",37.255658,-96.961559,,
67159,211188284,100476,81.54,0.04,169,106,37.426270,-98.309908,,
67202,2562503,134813,0.99,0.05,"1,393",949,37.686984,-97.334920,,
67203,18373313,979085,7.09,0.38,"31,287","14,847",37.700763,-97.365701,,
67204,41714086,1332801,16.11,0.51,"21,194","8,599",37.767146,-97.360492,,
67205,45708453,4290134,17.65,1.66,"16,811","5,909",37.749473,-97.423461,,
67206,26613915,335457,10.28,0.13,"15,186","7,237",37.704071,-97.225463,,
67207,26025960,133220,10.05,0.05,"26,978","12,386",37.665576,-97.227205,,
67208,12916600,25717,4.99,0.01,"18,161","8,239",37.703847,-97.279267,,
67209,32269434,1114383,12.46,0.43,"13,654","5,438",37.651239,-97.428544,,
67210,35120524,116384,13.56,0.04,"10,339","3,797",37.630260,-97.246498,,
67211,13305171,0,5.14,0.00,"20,644","9,790",37.666880,-97.317453,,
67212,32871644,1375078,12.69,0.53,"44,707","19,428",37.702404,-97.438898,,
67213,16789151,290574,6.48,0.11,"21,368","9,976",37.667476,-97.364194,,
67214,14175159,2055,5.47,0.00,"16,542","7,980",37.707178,-97.317750,,
67215,42969796,727282,16.59,0.28,"5,708","2,015",37.615560,-97.420717,,
67216,31767750,1958460,12.27,0.76,"24,041","9,936",37.611061,-97.312708,,
67217,37946002,1109326,14.65,0.43,"30,186","12,661",37.618074,-97.362465,,
67218,12942649,0,5.00,0.00,"22,772","11,451",37.668511,-97.280417,,
67219,37562620,429963,14.50,0.17,"12,121","4,629",37.771478,-97.318704,,
67220,19038910,192913,7.35,0.07,"14,214","5,990",37.751156,-97.278361,,
67223,9596532,50303,3.71,0.02,513,180,37.742432,-97.495544,,
67226,69775961,357905,26.94,0.14,"17,757","7,960",37.773213,-97.213036,,
67227,14218215,0,5.49,0.00,344,131,37.628186,-97.499679,,
67228,20569998,28740,7.94,0.01,"2,033",656,37.769004,-97.169689,,
67230,25560541,549765,9.87,0.21,"9,959","3,551",37.687431,-97.171336,,
67232,8951839,95336,3.46,0.04,298,156,37.636292,-97.170212,,
67235,28517765,218028,11.01,0.08,"11,446","4,057",37.688993,-97.500046,,
67260,537081,0,0.21,0.00,0,0,37.719376,-97.293576,,
67301,543039335,10624306,209.67,4.10,"13,556","6,192",37.208230,-95.756081,,
67330,153513061,1217537,59.27,0.47,"1,535",631,37.158055,-95.309148,,
67332,58578884,720080,22.62,0.28,207,94,37.043368,-95.236567,,
67333,132457831,1101687,51.14,0.43,"3,089","1,396",37.045391,-95.882452,,
67334,1057055,718,0.41,0.00,104,70,37.023897,-96.177144,,
67335,334440055,4339600,129.13,1.68,"3,671","1,641",37.275391,-95.527461,,
